title,brand,salesSite,isEachShippingFee,isPremium,isCrossBorderShipping,isOnlineOnly,shippingFee,shippingFreeOver,availableDeliveryJeju,availableDeliveryIsland,shippingFeeJeju,shippingFeeIsland,courierCompany,pdtName,optionName1,optionName2,totalReviewQty,totalScore,tagList1,tagList2,tagList3,tagList4,ctgL4Id,thumbImgPath1,thumbImgPath2,thumbImgPath3,thumbImgPath4,detailImgPath,modelCode1,optionValue1,optionValue2,stock1,price1,modelCode2,optionValue3,optionValue4,stock2,price2,modelCode3,optionValue5,optionValue6,stock3,price3,modelCode4,optionValue7,optionValue8,stock4,price4,returnCity,returnStreet,returnDetail,returnPostalCode,exchangeShippingFee,returnShippingFee,consignmentName,consignmentCity,consignmentStreet,consignmentDetail,consignmentPostalCode,mailOrderNum
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,신세계백화점,true,true,false,false,10000,1000000,true,true,7000,7000,우체국택배,수영장,색상,사이즈,391,39,반팔,고양이,티셔츠,푸마,1041,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,pink,SS,358,6094060,TEE-NEW JDI SWOOSH,pink,S,74,3650940,91058392,pink,M,27,9280180,91058392,red,L,29,8615340,Jeju,Haeundae,405호,98475,5000,5000,넥스트젠팩,Busan,Gangnam,101호,13245,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,신세계몰,false,true,true,true,10000,50000,true,true,5000,10000,우체국택배,운동기구,색상,사이즈,190,5,나이키,바벨,고양이밥,옷,251,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,pink,XL,790,9522540,920193850,black,XL,510,2475720,91058392,blue,S,169,9527180,920193850,black,L,786,171770,Busan,Gangnam,405호,98475,6000,2500,넥스트젠팩,Seoul,Gangnam,1F,13245,2015-대구중구-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,나이키,신세계몰,true,true,false,true,10000,1000000,true,true,5000,7000,CJ택배,운동기구,색상,사이즈,154,27,셔츠,반팔,츄르,반팔,765,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,blue,L,428,8262950,920193850,blue,XL,330,7411320,91058392,black,SS,752,9340060,91058392,pink,XL,326,6408130,Jeju,Gangnam,101호,12345,2500,3000,넥스트젠팩,Seoul,Haeundae,노란대문,13245,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계백화점,true,true,true,false,0,50000,true,true,7000,10000,CJ택배,운동기구,색상,사이즈,28,10,옷,바벨,나이키,주니어,2024,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,green,XL,724,3654030,TEE-NEW JDI SWOOSH,black,L,927,8834500,91058392,black,L,678,6257700,920193850,pink,SS,458,1533560,Seoul,Haeundae,405호,98475,3000,2500,넥스트젠팩,Jeju,Haeundae,1F,98475,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,이나바,신세계백화점,true,true,false,false,10000,50000,true,true,3000,10000,우체국택배,츄르,색상,사이즈,304,5,반팔,간식,나이키,라운드넥,2693,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,green,S,894,8535600,91058392,blue,SS,520,2150860,91058392,pink,SS,835,5895240,91058392,red,S,648,8017160,Jeju,Gangnam,405호,98475,2500,6000,넥스트젠팩,Busan,Gangnam,노란대문,12345,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,신세계백화점,true,true,true,false,3000,50000,true,true,3000,7000,우체국택배,티셔츠,색상,사이즈,109,42,츄르,간식,간식,츄르,598,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,black,M,959,9525350,920193850,red,M,807,9307420,920193850,blue,S,286,5725740,91058392,black,S,145,5593960,Busan,Gangnam,1F,13245,3000,2500,넥스트젠팩,Seoul,Haeundae,1F,12345,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계백화점,false,false,true,false,3000,1000000,true,true,7000,10000,CJ택배,운동기구,색상,사이즈,309,48,반팔티,나이키,츄르,수영장,558,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,blue,M,758,8995620,920193850,black,SS,329,7430210,920193850,blue,SS,64,3922160,91058392,red,M,64,5807150,Busan,Haeundae,1F,13245,2500,3000,넥스트젠팩,Seoul,Haeundae,1F,23853,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),이나바,이마트몰,true,true,true,true,0,50000,true,true,5000,10000,CJ택배,츄르,색상,사이즈,123,41,푸마,푸마,츄르,수영장,581,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,black,XL,42,9778800,920193850,black,SS,804,5455990,920193850,black,SS,324,7325540,TEE-NEW JDI SWOOSH,red,XL,497,8748320,Seoul,Gangnam,노란대문,23853,6000,3000,넥스트젠팩,Jeju,Haeundae,405호,23853,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,이마트몰,true,true,true,true,10000,50000,true,true,3000,7000,CJ택배,수영장,색상,사이즈,102,44,셔츠,츄르,덤벨,수영장,636,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,pink,L,631,5958640,920193850,pink,XL,966,3968980,TEE-NEW JDI SWOOSH,black,SS,96,7843500,920193850,black,L,111,6095730,Busan,Gangnam,노란대문,98475,5000,5000,넥스트젠팩,Jeju,Haeundae,101호,13245,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,신세계몰,false,false,false,false,3000,50000,true,true,5000,7000,CJ택배,츄르,색상,사이즈,57,6,나이키,바벨,덤벨,옷,242,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,green,XL,600,2476260,920193850,red,L,102,5375930,920193850,pink,SS,235,275800,TEE-NEW JDI SWOOSH,pink,M,91,763270,Jeju,Haeundae,405호,23853,6000,6000,넥스트젠팩,Seoul,Haeundae,1F,13245,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),이나바,신세계백화점,true,true,true,true,10000,50000,true,true,7000,10000,우체국택배,수영장,색상,사이즈,348,22,옷,바벨,푸마,수영장,1158,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,black,S,502,3821390,TEE-NEW JDI SWOOSH,green,XL,44,7578380,91058392,blue,SS,123,4072180,920193850,black,M,322,9837930,Seoul,Gangnam,1F,98475,5000,6000,넥스트젠팩,Jeju,Gangnam,405호,23853,2015-대구중구-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,나이키,신세계몰,false,true,false,false,3000,50000,true,true,7000,10000,우체국택배,츄르,색상,사이즈,312,27,바벨,반팔,츄르,나이키,1218,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,blue,S,554,4605490,920193850,pink,XL,542,5225830,91058392,green,XL,319,8600920,920193850,blue,S,704,2092180,Seoul,Gangnam,101호,13245,2500,6000,넥스트젠팩,Seoul,Gangnam,노란대문,98475,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,신세계몰,true,true,false,true,3000,1000000,true,true,3000,10000,우체국택배,티셔츠,색상,사이즈,57,10,고양이,고양이,주니어,반팔,1093,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,pink,M,812,2604500,920193850,black,M,298,2590830,TEE-NEW JDI SWOOSH,black,M,788,4193850,TEE-NEW JDI SWOOSH,green,S,643,8617590,Busan,Gangnam,노란대문,98475,2500,2500,넥스트젠팩,Jeju,Gangnam,101호,12345,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계몰,false,false,false,false,0,1000000,true,true,5000,10000,우체국택배,츄르,색상,사이즈,63,45,츄르,덤벨,옷,반팔티,92,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,green,L,700,827990,91058392,green,S,94,228380,TEE-NEW JDI SWOOSH,pink,L,428,2028320,91058392,blue,L,662,4123660,Busan,Gangnam,101호,98475,6000,2500,넥스트젠팩,Jeju,Gangnam,노란대문,13245,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",인텍스,신세계백화점,false,true,false,false,10000,50000,true,true,3000,7000,CJ택배,운동기구,색상,사이즈,179,43,셔츠,수영장,반팔티,반팔티,565,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,red,SS,765,5779760,TEE-NEW JDI SWOOSH,pink,XL,66,5354640,91058392,pink,M,334,3112300,920193850,red,L,288,2487720,Jeju,Gangnam,101호,98475,3000,6000,넥스트젠팩,Jeju,Gangnam,노란대문,12345,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,이나바,신세계몰,true,false,false,true,3000,50000,true,true,3000,10000,CJ택배,츄르,색상,사이즈,175,33,라운드넥,라운드넥,중량,나이키,2448,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,pink,S,349,6997670,920193850,pink,SS,64,4210930,920193850,red,SS,600,4951570,91058392,black,S,696,4744240,Seoul,Gangnam,노란대문,98475,6000,6000,넥스트젠팩,Busan,Haeundae,1F,23853,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,나이키,이마트몰,true,false,false,true,10000,50000,true,true,7000,7000,우체국택배,수영장,색상,사이즈,70,8,반팔,중량,나이키,중량,2065,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,pink,L,20,9553460,TEE-NEW JDI SWOOSH,blue,XL,107,5342560,920193850,red,S,815,4699540,91058392,green,L,479,8866700,Jeju,Haeundae,405호,13245,5000,3000,넥스트젠팩,Seoul,Haeundae,101호,12345,2022-부산-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),인텍스,신세계백화점,true,true,false,false,3000,50000,true,true,5000,10000,우체국택배,운동기구,색상,사이즈,399,40,티셔츠,반팔티,바벨,바벨,41,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,pink,S,466,6769440,TEE-NEW JDI SWOOSH,red,L,830,6586790,TEE-NEW JDI SWOOSH,blue,M,922,8840130,TEE-NEW JDI SWOOSH,red,XL,898,799410,Jeju,Haeundae,1F,98475,5000,2500,넥스트젠팩,Jeju,Gangnam,405호,12345,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계몰,false,true,true,true,10000,1000000,true,true,3000,10000,CJ택배,운동기구,색상,사이즈,426,42,바벨,옷,셔츠,반팔,1302,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,blue,SS,841,5800760,920193850,blue,XL,156,5973370,91058392,blue,S,575,3401800,920193850,red,M,824,9352150,Busan,Haeundae,노란대문,98475,6000,5000,넥스트젠팩,Seoul,Haeundae,노란대문,13245,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,신세계몰,false,true,true,true,0,50000,true,true,7000,10000,우체국택배,츄르,색상,사이즈,202,40,옷,주니어,츄르,반팔,1268,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,red,M,962,9095020,920193850,blue,SS,265,4645710,TEE-NEW JDI SWOOSH,black,SS,509,755580,TEE-NEW JDI SWOOSH,green,M,3,2641900,Seoul,Gangnam,1F,98475,5000,2500,넥스트젠팩,Jeju,Gangnam,101호,13245,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,이나바,이마트몰,false,true,false,true,0,1000000,true,true,3000,10000,CJ택배,츄르,색상,사이즈,370,23,나이키,셔츠,바벨,주니어,1530,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,green,M,233,131200,920193850,pink,S,818,6819880,TEE-NEW JDI SWOOSH,black,S,59,9066420,920193850,pink,XL,375,9108260,Jeju,Gangnam,101호,98475,6000,2500,넥스트젠팩,Busan,Gangnam,1F,23853,2022-부산-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,이마트몰,false,false,true,false,0,50000,true,true,7000,7000,우체국택배,츄르,색상,사이즈,147,6,티셔츠,바벨,중량,셔츠,1178,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,green,S,153,914120,TEE-NEW JDI SWOOSH,blue,M,840,9739460,91058392,pink,M,825,6866460,TEE-NEW JDI SWOOSH,green,L,558,6612540,Busan,Gangnam,1F,23853,2500,2500,넥스트젠팩,Jeju,Gangnam,405호,12345,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,신세계백화점,false,true,false,true,3000,1000000,true,true,5000,10000,우체국택배,츄르,색상,사이즈,467,7,반팔티,티셔츠,나이키,수영장,314,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,green,M,405,204240,TEE-NEW JDI SWOOSH,black,L,564,5432250,91058392,black,S,686,9849370,91058392,green,SS,381,3609590,Busan,Gangnam,101호,23853,2500,3000,넥스트젠팩,Busan,Gangnam,1F,12345,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,인텍스,신세계몰,true,false,false,false,3000,1000000,true,true,3000,10000,우체국택배,운동기구,색상,사이즈,201,23,티셔츠,라운드넥,수영장,반팔,1027,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,blue,XL,354,715560,920193850,green,XL,180,3189210,920193850,black,S,917,2538210,TEE-NEW JDI SWOOSH,black,M,66,3031290,Seoul,Gangnam,101호,12345,3000,3000,넥스트젠팩,Jeju,Gangnam,101호,12345,2022-부산-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계몰,true,false,false,true,10000,50000,true,true,3000,7000,우체국택배,티셔츠,색상,사이즈,32,49,반팔티,덤벨,반팔티,바벨,1186,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,red,M,996,4276930,920193850,green,L,331,8249500,91058392,blue,S,0,4346040,920193850,red,M,719,502040,Busan,Haeundae,노란대문,98475,5000,6000,넥스트젠팩,Jeju,Haeundae,405호,13245,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,신세계몰,true,false,false,true,3000,50000,true,true,7000,10000,우체국택배,운동기구,색상,사이즈,473,45,수영장,라운드넥,수영장,반팔,739,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,black,S,488,912810,91058392,red,SS,311,2004990,TEE-NEW JDI SWOOSH,red,SS,263,1103840,920193850,red,M,189,2540720,Seoul,Gangnam,101호,12345,5000,6000,넥스트젠팩,Seoul,Gangnam,101호,12345,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,이마트몰,true,false,false,true,3000,50000,true,true,7000,7000,CJ택배,수영장,색상,사이즈,299,38,반팔티,고양이,반팔,츄르,996,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,blue,SS,297,5665570,91058392,green,L,901,9476030,91058392,red,S,162,3111100,TEE-NEW JDI SWOOSH,blue,S,135,5558720,Jeju,Haeundae,노란대문,13245,6000,2500,넥스트젠팩,Seoul,Gangnam,405호,23853,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계몰,true,true,false,true,0,50000,true,true,5000,10000,CJ택배,운동기구,색상,사이즈,51,19,고양이밥,츄르,중량,수영장,1347,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,green,S,847,9809780,91058392,red,XL,937,6523250,TEE-NEW JDI SWOOSH,green,SS,766,2862710,TEE-NEW JDI SWOOSH,blue,M,202,6635020,Busan,Haeundae,노란대문,23853,3000,2500,넥스트젠팩,Jeju,Haeundae,노란대문,98475,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",인텍스,신세계백화점,false,true,false,true,10000,1000000,true,true,3000,7000,우체국택배,운동기구,색상,사이즈,444,32,셔츠,간식,주니어,푸마,1859,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,pink,M,457,3440090,920193850,green,L,386,5078220,91058392,blue,SS,146,9643270,TEE-NEW JDI SWOOSH,blue,S,10,7526630,Busan,Gangnam,1F,13245,3000,3000,넥스트젠팩,Jeju,Gangnam,101호,98475,2022-부산-1234
